Animal,Sire,Dam
90560,80135,80878
90561,80947,80544
90562,80947,80544
90563,80947,80514
90564,80947,80514
90565,80947,80312
90566,80947,80312
90567,80947,80166
90568,80947,80166
90569,80947,80216
90570,80947,80216
90571,80947,80392
90572,80947,80392
90573,80947,80914
90574,80947,80914
90575,80947,80816
90576,80947,80816
90577,80947,80334
90578,80947,80334
90579,80947,80486
90580,80947,80486
90581,80149,80766
90582,80149,80766
90583,80149,80030
90584,80149,80030
90585,80149,80252
90586,80149,80252
90587,80149,80066
90588,80149,80066
90589,80149,80126
90590,80149,80126
90591,80149,80138
90592,80149,80138
90593,80149,80182
90594,80149,80182
90595,80149,80984
90596,80149,80984
90597,80149,80664
90598,80149,80664
90599,80149,80604
90600,80149,80604
90601,80361,80634
90602,80361,80634
90603,80361,80362
90604,80361,80362
90605,80361,80446
90606,80361,80446
90607,80361,80754
90608,80361,80754
90609,80361,80168
90610,80361,80168
90611,80361,80530
90612,80361,80530
90613,80361,80802
90614,80361,80802
90615,80361,80438
90616,80361,80438
90617,80361,80864
90618,80361,80864
90619,80361,80306
90620,80361,80306
90621,80453,80174
90622,80453,80174
90623,80453,80836
90624,80453,80836
90625,80453,80142
90626,80453,80142
90627,80453,80284
90628,80453,80284
90629,80453,80086
90630,80453,80086
90631,80453,80968
90632,80453,80968
90633,80453,80828
90634,80453,80828
90635,80453,80648
90636,80453,80648
90637,80453,80504
90638,80453,80504
90639,80453,80702
90640,80453,80702
90641,80851,80970
90642,80851,80970
90643,80851,80668
90644,80851,80668
90645,80851,80880
90646,80851,80880
90647,80851,80866
90648,80851,80866
90649,80851,80144
90650,80851,80144
90651,80851,80966
90652,80851,80966
90653,80851,80188
90654,80851,80188
90655,80851,80302
90656,80851,80302
90657,80851,80826
90658,80851,80826
90659,80851,80618
90660,80851,80618
90661,80593,80402
90662,80593,80402
90663,80593,80746
90664,80593,80746
90665,80593,80332
90666,80593,80332
90667,80593,80096
90668,80593,80096
90669,80593,80708
90670,80593,80708
90671,80593,80980
90672,80593,80980
90673,80593,80678
90674,80593,80678
90675,80593,80906
90676,80593,80906
90677,80593,80786
90678,80593,80786
90679,80593,80052
90680,80593,80052
90681,80915,80624
90682,80915,80624
90683,80915,80978
90684,80915,80978
90685,80915,80404
90686,80915,80404
90687,80915,80224
90688,80915,80224
90689,80915,80548
90690,80915,80548
90691,80915,80948
90692,80915,80948
90693,80915,80898
90694,80915,80898
90695,80915,80670
90696,80915,80670
90697,80915,80408
90698,80915,80408
90699,80915,80844
90700,80915,80844
90701,80433,80250
90702,80433,80250
90703,80433,80094
90704,80433,80094
90705,80433,80566
90706,80433,80566
90707,80433,80782
90708,80433,80782
90709,80433,80480
90710,80433,80480
90711,80433,80406
90712,80433,80406
90713,80433,80912
90714,80433,80912
90715,80433,80736
90716,80433,80736
90717,80433,80516
90718,80433,80516
90719,80433,80676
90720,80433,80676
90721,80239,80718
90722,80239,80718
90723,80239,80038
90724,80239,80038
90725,80239,80908
90726,80239,80908
90727,80239,80534
90728,80239,80534
90729,80239,80540
90730,80239,80540
90731,80239,80958
90732,80239,80958
90733,80239,80830
90734,80239,80830
90735,80239,80724
90736,80239,80724
90737,80239,80050
90738,80239,80050
90739,80239,80808
90740,80239,80808
90741,80095,80154
90742,80095,80154
90743,80095,80360
90744,80095,80360
90745,80095,80546
90746,80095,80546
90747,80095,80910
90748,80095,80910
90749,80095,80934
90750,80095,80934
90751,80095,80032
90752,80095,80032
90753,80095,80352
90754,80095,80352
90755,80095,80384
90756,80095,80384
90757,80095,80368
90758,80095,80368
90759,80095,80046
90760,80095,80046
90761,80645,80246
90762,80645,80246
90763,80645,80462
90764,80645,80462
90765,80645,80640
90766,80645,80640
90767,80645,80748
90768,80645,80748
90769,80645,80058
90770,80645,80058
90771,80645,80484
90772,80645,80484
90773,80645,80072
90774,80645,80072
90775,80645,80502
90776,80645,80502
90777,80645,80254
90778,80645,80254
90779,80645,80146
90780,80645,80146
90781,80895,80330
90782,80895,80330
90783,80895,80316
90784,80895,80316
90785,80895,80012
90786,80895,80012
90787,80895,80900
90788,80895,80900
90789,80895,80490
90790,80895,80490
90791,80895,80296
90792,80895,80296
90793,80895,80098
90794,80895,80098
90795,80895,80328
90796,80895,80328
90797,80895,80194
90798,80895,80194
90799,80895,80300
90800,80895,80300
90801,80223,80238
90802,80223,80238
90803,80223,80538
90804,80223,80538
90805,80223,80264
90806,80223,80264
90807,80223,80924
90808,80223,80924
90809,80223,80610
90810,80223,80610
90811,80223,80450
90812,80223,80450
90813,80223,80268
90814,80223,80268
90815,80223,80270
90816,80223,80270
90817,80223,80184
90818,80223,80184
90819,80223,80394
90820,80223,80394
90821,80507,80796
90822,80507,80796
90823,80507,80010
90824,80507,80010
90825,80507,80290
90826,80507,80290
90827,80507,80886
90828,80507,80886
90829,80507,80350
90830,80507,80350
90831,80507,80054
90832,80507,80054
90833,80507,80342
90834,80507,80342
90835,80507,80940
90836,80507,80940
90837,80507,80896
90838,80507,80896
90839,80507,80650
90840,80507,80650
90841,80883,80814
90842,80883,80814
90843,80883,80612
90844,80883,80612
90845,80883,80002
90846,80883,80002
90847,80883,80214
90848,80883,80214
90849,80883,80442
90850,80883,80442
90851,80883,80298
90852,80883,80298
90853,80883,80992
90854,80883,80992
90855,80883,80660
90856,80883,80660
90857,80883,80872
90858,80883,80872
90859,80883,80536
90860,80883,80536
90861,80183,80468
90862,80183,80468
90863,80183,80858
90864,80183,80858
90865,80183,80064
90866,80183,80064
90867,80183,80234
90868,80183,80234
90869,80183,80372
90870,80183,80372
90871,80183,80060
90872,80183,80060
90873,80183,80136
90874,80183,80136
90875,80183,80006
90876,80183,80006
90877,80183,80608
90878,80183,80608
90879,80183,80902
90880,80183,80902
90881,80137,80204
90882,80137,80204
90883,80137,80218
90884,80137,80218
90885,80137,80304
90886,80137,80304
90887,80137,80964
90888,80137,80964
90889,80137,80576
90890,80137,80576
90891,80137,80918
90892,80137,80918
90893,80137,80638
90894,80137,80638
90895,80137,80804
90896,80137,80804
90897,80137,80656
90898,80137,80656
90899,80137,80994
90900,80137,80994
90901,80767,80192
90902,80767,80192
90903,80767,80272
90904,80767,80272
90905,80767,80122
90906,80767,80122
90907,80767,80732
90908,80767,80732
90909,80767,80434
90910,80767,80434
90911,80767,80230
90912,80767,80230
90913,80767,80474
90914,80767,80474
90915,80767,80792
90916,80767,80792
90917,80767,80494
90918,80767,80494
90919,80767,80692
90920,80767,80692
90921,80675,80310
90922,80675,80310
90923,80675,80952
90924,80675,80952
90925,80675,80568
90926,80675,80568
90927,80675,80874
90928,80675,80874
90929,80675,80760
90930,80675,80760
90931,80675,80418
90932,80675,80418
90933,80675,80196
90934,80675,80196
90935,80675,80684
90936,80675,80684
90937,80675,80870
90938,80675,80870
90939,80675,80860
90940,80675,80860
90941,80251,80586
90942,80251,80586
90943,80251,80228
90944,80251,80228
90945,80251,80478
90946,80251,80478
90947,80251,80666
90948,80251,80666
90949,80251,80962
90950,80251,80962
90951,80251,80632
90952,80251,80632
90953,80251,80938
90954,80251,80938
90955,80251,80888
90956,80251,80888
90957,80251,80840
90958,80251,80840
90959,80251,80646
90960,80251,80646
90961,80083,80454
90962,80083,80454
90963,80083,80410
90964,80083,80410
90965,80083,80364
90966,80083,80364
90967,80083,80008
90968,80083,80008
90969,80083,80642
90970,80083,80642
90971,80083,80326
90972,80083,80326
90973,80083,80134
90974,80083,80134
90975,80083,80512
90976,80083,80512
90977,80083,80946
90978,80083,80946
90979,80083,80320
90980,80083,80320
90981,80905,80062
90982,80905,80062
90983,80905,80662
90984,80905,80662
90985,80905,80614
90986,80905,80614
90987,80905,80162
90988,80905,80162
90989,80905,80344
90990,80905,80344
90991,80905,80092
90992,80905,80092
90993,80905,80180
90994,80905,80180
90995,80905,80206
90996,80905,80206
90997,80905,80756
90998,80905,80756
90999,80905,80124
91000,80905,80124
100001,90635,90452
100002,90635,90452
100003,90635,90922
100004,90635,90922
100005,90635,90076
100006,90635,90076
100007,90635,90728
100008,90635,90728
100009,90635,90398
100010,90635,90398
100011,90635,90968
100012,90635,90968
100013,90635,90832
100014,90635,90832
100015,90635,90892
100016,90635,90892
100017,90635,90780
100018,90635,90780
100019,90635,90556
100020,90635,90556
100021,90001,90536
100022,90001,90536
100023,90001,90274
100024,90001,90274
100025,90001,90122
100026,90001,90122
100027,90001,90304
100028,90001,90304
100029,90001,90782
100030,90001,90782
100031,90001,90100
100032,90001,90100
100033,90001,90226
100034,90001,90226
100035,90001,90704
100036,90001,90704
100037,90001,90716
100038,90001,90716
100039,90001,90676
100040,90001,90676
100041,90081,90868
100042,90081,90868
100043,90081,90554
100044,90081,90554
100045,90081,90284
100046,90081,90284
100047,90081,90708
100048,90081,90708
100049,90081,90062
100050,90081,90062
100051,90081,90674
100052,90081,90674
100053,90081,90620
100054,90081,90620
100055,90081,90404
100056,90081,90404
100057,90081,90910
100058,90081,90910
100059,90081,90060
100060,90081,90060
100061,90163,90202
100062,90163,90202
100063,90163,90390
100064,90163,90390
100065,90163,91000
100066,90163,91000
100067,90163,90322
100068,90163,90322
100069,90163,90940
100070,90163,90940
100071,90163,90872
100072,90163,90872
100073,90163,90414
100074,90163,90414
100075,90163,90302
100076,90163,90302
100077,90163,90050
100078,90163,90050
100079,90163,90718
100080,90163,90718
100081,90335,90342
100082,90335,90342
100083,90335,90394
100084,90335,90394
100085,90335,90082
100086,90335,90082
100087,90335,90652
100088,90335,90652
100089,90335,90492
100090,90335,90492
100091,90335,90734
100092,90335,90734
100093,90335,90310
100094,90335,90310
100095,90335,90818
100096,90335,90818
100097,90335,90160
100098,90335,90160
100099,90335,90650
100100,90335,90650
100101,90397,90508
100102,90397,90508
100103,90397,90490
100104,90397,90490
100105,90397,90568
100106,90397,90568
100107,90397,90696
100108,90397,90696
100109,90397,90280
100110,90397,90280
100111,90397,90358
100112,90397,90358
100113,90397,90090
100114,90397,90090
100115,90397,90038
100116,90397,90038
100117,90397,90120
100118,90397,90120
100119,90397,90246
100120,90397,90246
100121,90547,90432
100122,90547,90432
100123,90547,90086
100124,90547,90086
100125,90547,90580
100126,90547,90580
100127,90547,90362
100128,90547,90362
100129,90547,90504
100130,90547,90504
100131,90547,90566
100132,90547,90566
100133,90547,90268
100134,90547,90268
100135,90547,90446
100136,90547,90446
100137,90547,90438
100138,90547,90438
100139,90547,90722
100140,90547,90722
100141,90709,90466
100142,90709,90466
100143,90709,90740
100144,90709,90740
100145,90709,90746
100146,90709,90746
100147,90709,90912
100148,90709,90912
100149,90709,90296
100150,90709,90296
100151,90709,90328
100152,90709,90328
100153,90709,90942
100154,90709,90942
100155,90709,90436
100156,90709,90436
100157,90709,90348
100158,90709,90348
100159,90709,90230
100160,90709,90230
100161,90301,90360
100162,90301,90360
100163,90301,90292
100164,90301,90292
100165,90301,90878
100166,90301,90878
100167,90301,90630
100168,90301,90630
100169,90301,90952
100170,90301,90952
100171,90301,90350
100172,90301,90350
100173,90301,90330
100174,90301,90330
100175,90301,90092
100176,90301,90092
100177,90301,90392
100178,90301,90392
100179,90301,90570
100180,90301,90570
100181,90229,90680
100182,90229,90680
100183,90229,90124
100184,90229,90124
100185,90229,90400
100186,90229,90400
100187,90229,90014
100188,90229,90014
100189,90229,90004
100190,90229,90004
100191,90229,90290
100192,90229,90290
100193,90229,90008
100194,90229,90008
100195,90229,90480
100196,90229,90480
100197,90229,90850
100198,90229,90850
100199,90229,90640
100200,90229,90640
100201,90963,90506
100202,90963,90506
100203,90963,90700
100204,90963,90700
100205,90963,90882
100206,90963,90882
100207,90963,90896
100208,90963,90896
100209,90963,90742
100210,90963,90742
100211,90963,90534
100212,90963,90534
100213,90963,90530
100214,90963,90530
100215,90963,90706
100216,90963,90706
100217,90963,90906
100218,90963,90906
100219,90963,90806
100220,90963,90806
100221,90379,90760
100222,90379,90760
100223,90379,90824
100224,90379,90824
100225,90379,90244
100226,90379,90244
100227,90379,90048
100228,90379,90048
100229,90379,90494
100230,90379,90494
100231,90379,90798
100232,90379,90798
100233,90379,90282
100234,90379,90282
100235,90379,90210
100236,90379,90210
100237,90379,90500
100238,90379,90500
100239,90379,90764
100240,90379,90764
100241,90441,90664
100242,90441,90664
100243,90441,90182
100244,90441,90182
100245,90441,90236
100246,90441,90236
100247,90441,90658
100248,90441,90658
100249,90441,90748
100250,90441,90748
100251,90441,90884
100252,90441,90884
100253,90441,90834
100254,90441,90834
100255,90441,90636
100256,90441,90636
100257,90441,90978
100258,90441,90978
100259,90441,90928
100260,90441,90928
100261,90323,90842
100262,90323,90842
100263,90323,90020
100264,90323,90020
100265,90323,90590
100266,90323,90590
100267,90323,90614
100268,90323,90614
100269,90323,90994
100270,90323,90994
100271,90323,90772
100272,90323,90772
100273,90323,90354
100274,90323,90354
100275,90323,90972
100276,90323,90972
100277,90323,90628
100278,90323,90628
100279,90323,90866
100280,90323,90866
100281,90783,90898
100282,90783,90898
100283,90783,90518
100284,90783,90518
100285,90783,90644
100286,90783,90644
100287,90783,90116
100288,90783,90116
100289,90783,90176
100290,90783,90176
100291,90783,90846
100292,90783,90846
100293,90783,90948
100294,90783,90948
100295,90783,90178
100296,90783,90178
100297,90783,90574
100298,90783,90574
100299,90783,90902
100300,90783,90902
100301,90381,90312
100302,90381,90312
100303,90381,90232
100304,90381,90232
100305,90381,90990
100306,90381,90990
100307,90381,90888
100308,90381,90888
100309,90381,90660
100310,90381,90660
100311,90381,90864
100312,90381,90864
100313,90381,90218
100314,90381,90218
100315,90381,90538
100316,90381,90538
100317,90381,90214
100318,90381,90214
100319,90381,90690
100320,90381,90690
100321,90331,90430
100322,90331,90430
100323,90331,90870
100324,90331,90870
100325,90331,90854
100326,90331,90854
100327,90331,90068
100328,90331,90068
100329,90331,90216
100330,90331,90216
100331,90331,90606
100332,90331,90606
100333,90331,90592
100334,90331,90592
100335,90331,90264
100336,90331,90264
100337,90331,90754
100338,90331,90754
100339,90331,90542
100340,90331,90542
100341,90371,90056
100342,90371,90056
100343,90371,90338
100344,90371,90338
100345,90371,90088
100346,90371,90088
100347,90371,90104
100348,90371,90104
100349,90371,90114
100350,90371,90114
100351,90371,90474
100352,90371,90474
100353,90371,90470
100354,90371,90470
100355,90371,90288
100356,90371,90288
100357,90371,90388
100358,90371,90388
100359,90371,90926
100360,90371,90926
100361,90067,90550
100362,90067,90550
100363,90067,90646
100364,90067,90646
100365,90067,90964
100366,90067,90964
100367,90067,90980
100368,90067,90980
100369,90067,90560
100370,90067,90560
100371,90067,90770
100372,90067,90770
100373,90067,90252
100374,90067,90252
100375,90067,90066
100376,90067,90066
100377,90067,90694
100378,90067,90694
100379,90067,90688
100380,90067,90688
100381,90837,90042
100382,90837,90042
100383,90837,90786
100384,90837,90786
100385,90837,90880
100386,90837,90880
100387,90837,90632
100388,90837,90632
100389,90837,90240
100390,90837,90240
100391,90837,90594
100392,90837,90594
100393,90837,90272
100394,90837,90272
100395,90837,90024
100396,90837,90024
100397,90837,90976
100398,90837,90976
100399,90837,90654
100400,90837,90654
100401,90633,90482
100402,90633,90482
100403,90633,90190
100404,90633,90190
100405,90633,90032
100406,90633,90032
100407,90633,90078
100408,90633,90078
100409,90633,90540
100410,90633,90540
100411,90633,90768
100412,90633,90768
100413,90633,90982
100414,90633,90982
100415,90633,90166
100416,90633,90166
100417,90633,90144
100418,90633,90144
100419,90633,90408
100420,90633,90408
100421,90327,90154
100422,90327,90154
100423,90327,90616
100424,90327,90616
100425,90327,90270
100426,90327,90270
100427,90327,90860
100428,90327,90860
100429,90327,90422
100430,90327,90422
100431,90327,90992
100432,90327,90992
100433,90327,90756
100434,90327,90756
100435,90327,90170
100436,90327,90170
100437,90327,90476
100438,90327,90476
100439,90327,90234
100440,90327,90234
100441,90063,90966
100442,90063,90966
100443,90063,90970
100444,90063,90970
100445,90063,90266
100446,90063,90266
100447,90063,90242
100448,90063,90242
100449,90063,90908
100450,90063,90908
100451,90063,90440
100452,90063,90440
100453,90063,90552
100454,90063,90552
100455,90063,90918
100456,90063,90918
100457,90063,90326
100458,90063,90326
100459,90063,90852
100460,90063,90852
100461,90833,90712
100462,90833,90712
100463,90833,90774
100464,90833,90774
100465,90833,90626
100466,90833,90626
100467,90833,90108
100468,90833,90108
100469,90833,90544
100470,90833,90544
100471,90833,90040
100472,90833,90040
100473,90833,90682
100474,90833,90682
100475,90833,90876
100476,90833,90876
100477,90833,90510
100478,90833,90510
100479,90833,90950
100480,90833,90950
100481,90003,90804
100482,90003,90804
100483,90003,90228
100484,90003,90228
100485,90003,90320
100486,90003,90320
100487,90003,90624
100488,90003,90624
100489,90003,90276
100490,90003,90276
100491,90003,90172
100492,90003,90172
100493,90003,90258
100494,90003,90258
100495,90003,90132
100496,90003,90132
100497,90003,90378
100498,90003,90378
100499,90003,90792
100500,90003,90792
100501,90585,90054
100502,90585,90054
100503,90585,90224
100504,90585,90224
100505,90585,90808
100506,90585,90808
100507,90585,90148
100508,90585,90148
100509,90585,90526
100510,90585,90526
100511,90585,90118
100512,90585,90118
100513,90585,90158
100514,90585,90158
100515,90585,90138
100516,90585,90138
100517,90585,90548
100518,90585,90548
100519,90585,90596
100520,90585,90596
100521,90283,90134
100522,90283,90134
100523,90283,90522
100524,90283,90522
100525,90283,90486
100526,90283,90486
100527,90283,90954
100528,90283,90954
100529,90283,90416
100530,90283,90416
100531,90283,90464
100532,90283,90464
100533,90283,90006
100534,90283,90006
100535,90283,90578
100536,90283,90578
100537,90283,90260
100538,90283,90260
100539,90283,90496
100540,90283,90496
100541,90495,90026
100542,90495,90026
100543,90495,90726
100544,90495,90726
100545,90495,90894
100546,90495,90894
100547,90495,90222
100548,90495,90222
100549,90495,90618
100550,90495,90618
100551,90495,90828
100552,90495,90828
100553,90495,90744
100554,90495,90744
100555,90495,90826
100556,90495,90826
100557,90495,90840
100558,90495,90840
100559,90495,90074
100560,90495,90074
100561,90055,90564
100562,90055,90564
100563,90055,90862
100564,90055,90862
100565,90055,90072
100566,90055,90072
100567,90055,90856
100568,90055,90856
100569,90055,90306
100570,90055,90306
100571,90055,90670
100572,90055,90670
100573,90055,90762
100574,90055,90762
100575,90055,90332
100576,90055,90332
100577,90055,90382
100578,90055,90382
100579,90055,90142
100580,90055,90142
100581,90137,90516
100582,90137,90516
100583,90137,90334
100584,90137,90334
100585,90137,90602
100586,90137,90602
100587,90137,90346
100588,90137,90346
100589,90137,90998
100590,90137,90998
100591,90137,90946
100592,90137,90946
100593,90137,90904
100594,90137,90904
100595,90137,90324
100596,90137,90324
100597,90137,90460
100598,90137,90460
100599,90137,90988
100600,90137,90988
100601,90531,90800
100602,90531,90800
100603,90531,90916
100604,90531,90916
100605,90531,90678
100606,90531,90678
100607,90531,90058
100608,90531,90058
100609,90531,90934
100610,90531,90934
100611,90531,90532
100612,90531,90532
100613,90531,90002
100614,90531,90002
100615,90531,90766
100616,90531,90766
100617,90531,90514
100618,90531,90514
100619,90531,90814
100620,90531,90814
100621,90293,90184
100622,90293,90184
100623,90293,90428
100624,90293,90428
100625,90293,90576
100626,90293,90576
100627,90293,90450
100628,90293,90450
100629,90293,90812
100630,90293,90812
100631,90293,90352
100632,90293,90352
100633,90293,90396
100634,90293,90396
100635,90293,90406
100636,90293,90406
100637,90293,90930
100638,90293,90930
100639,90293,90582
100640,90293,90582
100641,90571,90112
100642,90571,90112
100643,90571,90174
100644,90571,90174
100645,90571,90010
100646,90571,90010
100647,90571,90052
100648,90571,90052
100649,90571,90816
100650,90571,90816
100651,90571,90502
100652,90571,90502
100653,90571,90128
100654,90571,90128
100655,90571,90016
100656,90571,90016
100657,90571,90702
100658,90571,90702
100659,90571,90340
100660,90571,90340
100661,90011,90472
100662,90011,90472
100663,90011,90456
100664,90011,90456
100665,90011,90412
100666,90011,90412
100667,90011,90196
100668,90011,90196
100669,90011,90996
100670,90011,90996
100671,90011,90278
100672,90011,90278
100673,90011,90022
100674,90011,90022
100675,90011,90984
100676,90011,90984
100677,90011,90448
100678,90011,90448
100679,90011,90188
100680,90011,90188
100681,90315,90402
100682,90315,90402
100683,90315,90512
100684,90315,90512
100685,90315,90920
100686,90315,90920
100687,90315,90838
100688,90315,90838
100689,90315,90642
100690,90315,90642
100691,90315,90444
100692,90315,90444
100693,90315,90036
100694,90315,90036
100695,90315,90668
100696,90315,90668
100697,90315,90986
100698,90315,90986
100699,90315,90424
100700,90315,90424
100701,90087,90044
100702,90087,90044
100703,90087,90478
100704,90087,90478
100705,90087,90468
100706,90087,90468
100707,90087,90084
100708,90087,90084
100709,90087,90974
100710,90087,90974
100711,90087,90162
100712,90087,90162
100713,90087,90612
100714,90087,90612
100715,90087,90384
100716,90087,90384
100717,90087,90608
100718,90087,90608
100719,90087,90198
100720,90087,90198
100721,90197,90936
100722,90197,90936
100723,90197,90666
100724,90197,90666
100725,90197,90180
100726,90197,90180
100727,90197,90802
100728,90197,90802
100729,90197,90212
100730,90197,90212
100731,90197,90462
100732,90197,90462
100733,90197,90498
100734,90197,90498
100735,90197,90562
100736,90197,90562
100737,90197,90634
100738,90197,90634
100739,90197,90962
100740,90197,90962
100741,90519,90820
100742,90519,90820
100743,90519,90484
100744,90519,90484
100745,90519,90336
100746,90519,90336
100747,90519,90434
100748,90519,90434
100749,90519,90960
100750,90519,90960
100751,90519,90300
100752,90519,90300
100753,90519,90070
100754,90519,90070
100755,90519,90588
100756,90519,90588
100757,90519,90776
100758,90519,90776
100759,90519,90368
100760,90519,90368
100761,90263,90286
100762,90263,90286
100763,90263,90420
100764,90263,90420
100765,90263,90656
100766,90263,90656
100767,90263,90958
100768,90263,90958
100769,90263,90956
100770,90263,90956
100771,90263,90758
100772,90263,90758
100773,90263,90600
100774,90263,90600
100775,90263,90372
100776,90263,90372
100777,90263,90488
100778,90263,90488
100779,90263,90822
100780,90263,90822
100781,90777,90686
100782,90777,90686
100783,90777,90572
100784,90777,90572
100785,90777,90584
100786,90777,90584
100787,90777,90794
100788,90777,90794
100789,90777,90238
100790,90777,90238
100791,90777,90366
100792,90777,90366
100793,90777,90140
100794,90777,90140
100795,90777,90738
100796,90777,90738
100797,90777,90136
100798,90777,90136
100799,90777,90684
100800,90777,90684
100801,90507,90558
100802,90507,90558
100803,90507,90374
100804,90507,90374
100805,90507,90186
100806,90507,90186
100807,90507,90874
100808,90507,90874
100809,90507,90254
100810,90507,90254
100811,90507,90164
100812,90507,90164
100813,90507,90598
100814,90507,90598
100815,90507,90028
100816,90507,90028
100817,90507,90356
100818,90507,90356
100819,90507,90692
100820,90507,90692
100821,90139,90386
100822,90139,90386
100823,90139,90848
100824,90139,90848
100825,90139,90316
100826,90139,90316
100827,90139,90094
100828,90139,90094
100829,90139,90192
100830,90139,90192
100831,90139,90262
100832,90139,90262
100833,90139,90938
100834,90139,90938
100835,90139,90364
100836,90139,90364
100837,90139,90426
100838,90139,90426
100839,90139,90204
100840,90139,90204
100841,90761,90724
100842,90761,90724
100843,90761,90788
100844,90761,90788
100845,90761,90810
100846,90761,90810
100847,90761,90672
100848,90761,90672
100849,90761,90096
100850,90761,90096
100851,90761,90314
100852,90761,90314
100853,90761,90046
100854,90761,90046
100855,90761,90714
100856,90761,90714
100857,90761,90206
100858,90761,90206
100859,90761,90034
100860,90761,90034
100861,90225,90248
100862,90225,90248
100863,90225,90376
100864,90225,90376
100865,90225,90858
100866,90225,90858
100867,90225,90146
100868,90225,90146
100869,90225,90098
100870,90225,90098
100871,90225,90784
100872,90225,90784
100873,90225,90732
100874,90225,90732
100875,90225,90156
100876,90225,90156
100877,90225,90168
100878,90225,90168
100879,90225,90152
100880,90225,90152
100881,90645,90110
100882,90645,90110
100883,90645,90410
100884,90645,90410
100885,90645,90520
100886,90645,90520
100887,90645,90638
100888,90645,90638
100889,90645,90418
100890,90645,90418
100891,90645,90294
100892,90645,90294
100893,90645,90150
100894,90645,90150
100895,90645,90836
100896,90645,90836
100897,90645,90308
100898,90645,90308
100899,90645,90914
100900,90645,90914
100901,90597,90622
100902,90597,90622
100903,90597,90750
100904,90597,90750
100905,90597,90790
100906,90597,90790
100907,90597,90720
100908,90597,90720
100909,90597,90102
100910,90597,90102
100911,90597,90698
100912,90597,90698
100913,90597,90458
100914,90597,90458
100915,90597,90126
100916,90597,90126
100917,90597,90730
100918,90597,90730
100919,90597,90130
100920,90597,90130
100921,90247,90018
100922,90247,90018
100923,90247,90442
100924,90247,90442
100925,90247,90830
100926,90247,90830
100927,90247,90344
100928,90247,90344
100929,90247,90944
100930,90247,90944
100931,90247,90370
100932,90247,90370
100933,90247,90030
100934,90247,90030
100935,90247,90662
100936,90247,90662
100937,90247,90064
100938,90247,90064
100939,90247,90194
100940,90247,90194
100941,90391,90454
100942,90391,90454
100943,90391,90256
100944,90391,90256
100945,90391,90012
100946,90391,90012
100947,90391,90546
100948,90391,90546
100949,90391,90080
100950,90391,90080
100951,90391,90752
100952,90391,90752
100953,90391,90932
100954,90391,90932
100955,90391,90886
100956,90391,90886
100957,90391,90318
100958,90391,90318
100959,90391,90200
100960,90391,90200
100961,90885,90900
100962,90885,90900
100963,90885,90250
100964,90885,90250
100965,90885,90778
100966,90885,90778
100967,90885,90380
100968,90885,90380
100969,90885,90648
100970,90885,90648
100971,90885,90710
100972,90885,90710
100973,90885,90528
100974,90885,90528
100975,90885,90298
100976,90885,90298
100977,90885,90796
100978,90885,90796
100979,90885,90890
100980,90885,90890
100981,90737,90604
100982,90737,90604
100983,90737,90924
100984,90737,90924
100985,90737,90106
100986,90737,90106
100987,90737,90844
100988,90737,90844
100989,90737,90220
100990,90737,90220
100991,90737,90524
100992,90737,90524
100993,90737,90736
100994,90737,90736
100995,90737,90610
100996,90737,90610
100997,90737,90586
100998,90737,90586
100999,90737,90208
101000,90737,90208
110001,100189,100036
110002,100189,100036
110003,100189,100468
110004,100189,100468
110005,100189,100916
110006,100189,100916
110007,100189,100346
110008,100189,100346
110009,100189,100658
110010,100189,100658
110011,100189,100322
110012,100189,100322
110013,100189,100550
110014,100189,100550
110015,100189,100336
110016,100189,100336
110017,100189,100456
110018,100189,100456
110019,100189,100290
110020,100189,100290
110021,100055,100106
110022,100055,100106
110023,100055,100094
110024,100055,100094
110025,100055,100246
110026,100055,100246
110027,100055,100436
110028,100055,100436
110029,100055,100924
110030,100055,100924
110031,100055,100792
110032,100055,100792
110033,100055,100948
110034,100055,100948
110035,100055,100838
110036,100055,100838
110037,100055,100510
110038,100055,100510
110039,100055,100908
110040,100055,100908
110041,100033,100010
110042,100033,100010
110043,100033,100062
110044,100033,100062
110045,100033,100720
110046,100033,100720
110047,100033,100998
110048,100033,100998
110049,100033,100528
110050,100033,100528
110051,100033,100654
110052,100033,100654
110053,100033,100292
110054,100033,100292
110055,100033,100578
110056,100033,100578
110057,100033,100320
110058,100033,100320
110059,100033,100672
110060,100033,100672
110061,100537,100992
110062,100537,100992
110063,100537,100962
110064,100537,100962
110065,100537,100606
110066,100537,100606
110067,100537,100400
110068,100537,100400
110069,100537,100234
110070,100537,100234
110071,100537,100376
110072,100537,100376
110073,100537,100508
110074,100537,100508
110075,100537,100226
110076,100537,100226
110077,100537,100500
110078,100537,100500
110079,100537,100044
110080,100537,100044
110081,100517,100988
110082,100517,100988
110083,100517,100648
110084,100517,100648
110085,100517,100474
110086,100517,100474
110087,100517,100906
110088,100517,100906
110089,100517,100972
110090,100517,100972
110091,100517,100798
110092,100517,100798
110093,100517,100574
110094,100517,100574
110095,100517,100524
110096,100517,100524
110097,100517,100932
110098,100517,100932
110099,100517,100448
110100,100517,100448
110101,100525,100748
110102,100525,100748
110103,100525,100696
110104,100525,100696
110105,100525,100454
110106,100525,100454
110107,100525,100708
110108,100525,100708
110109,100525,100532
110110,100525,100532
110111,100525,100480
110112,100525,100480
110113,100525,100614
